id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F1446	166.1339	113.19	110.44	117.79	550	6331768	0.8	0.64	4	8	928741	1208892	821540	943278	865948	951469	911353	902868
F1447	206.9919	2.02	0.52	6.24	889	3365676	0.53	0.76	4	1	0	0	3406350	0	0	0	0	0
F1448	206.9919	21.43	16.89	24.44	889	6559388	1.0	0.96	17	3	3028080	0	1187271	0	0	0	2363906	0
F1449	206.9919	26.36	24.44	29.08	889	3949764	0.62	0.94	9	3	1830619	0	703667	0	0	0	1464957	0
F1450	206.9919	46.84	42.2	50.32	889	2771807	0.46	0.96	37	3	1097089	0	833744	0	0	0	886826	0
F1451	207.0073	19.88	18.01	22.2	890	1031140	1.0	0.99	194	2	548224	0	0	0	0	0	497087	0
F1452	261.131	23.7	22.95	25.97	1281	7599290	1.0	0.88	2492	7	1733627	359414	0	300306	258973	1492256	1732146	1731568
F1453	261.131	42.2	39.51	45.31	1281	1802274	0.66	0.95	234	7	280939	370475	0	274924	291803	264781	197924	189281
F1454	261.131	136.05	131.45	137.6	1281	2034399	0.7	0.56	3	7	313602	287218	0	167379	414069	327269	327569	176326
F1455	261.131	149.65	148.91	153.49	1281	6404524	0.71	0.53	27	7	976334	501688	0	475767	1149626	1150663	1053351	943470
F1456	261.131	167.65	164.19	170.72	1281	3700331	0.65	0.59	10	7	581416	325477	0	239717	849906	631379	528730	516003
F1457	261.131	175.35	173.42	178.05	1281	2485263	0.67	0.65	7	7	402792	229662	0	92252	498806	473469	401763	399519
F1458	261.131	186.8	184.15	228.03	1281	8620479	0.66	0.61	4	7	1289289	1158452	0	444232	2099451	1304521	1350364	1101831
F1459	120.0807	7.77	5.08	9.29	165	19263225	0.47	0.89	3	8	85174	23345329	945856	72668	74240	59557	86561	48599
F1460	120.0807	13.1	10.44	15.37	165	28746153	0.56	0.97	4	8	116014	1351463	924236	31844047	94798	49063	68150	96149
F1461	120.0807	18.76	15.37	23.32	165	130611512	0.97	1.0	17	8	30117900	1429241	1777590	2510003	27670663	25641054	28227372	26703817
F1462	120.0807	115.1	111.65	119.65	165	538092780	1.0	0.97	67	8	66118954	75667723	93384388	75668873	65313799	65226259	61605652	58993269
F1463	207.1014	112.81	111.25	117.41	891	6826931	1.0	0.86	1370	8	775104	917911	865614	922401	959608	780940	777493	776553
F1464	120.0905	142.1	139.12	145.18	166	28901547	1.0	0.99	2939	8	1173953	7633980	5928611	5459744	5163748	1243456	1051865	1192972
F1465	207.1039	112.81	111.25	117.41	892	11831972	1.0	0.88	2575	8	1400457	1378233	1536990	1721455	1547556	1484805	1385878	1229974
F1466	166.142	6.62	2.02	8.53	551	1014873	1.0	0.67	13	7	42061	592321	0	133105	29844	89880	97466	67053
F1467	166.142	12.72	8.53	16.13	551	1285811	1.0	0.83	21	7	90407	104128	0	736423	107904	86254	61677	109101
F1468	166.142	19.14	16.13	23.32	551	3275666	1.0	0.99	50	7	681033	15707	0	13376	594416	694751	665644	636488
F1469	120.0929	141.72	140.23	144.79	167	6817698	1.0	0.96	1163	5	343944	2238078	1577480	1441681	1210363	0	0	0
F1470	166.9508	138.36	136.83	142.87	552	215378333	1.0	0.82	22822	8	47529768	4075601	3566616	4752197	14896484	46500384	46962212	44776181
F1471	261.1446	168.03	166.49	170.34	1282	20883828	1.0	0.95	299	8	3812731	1143671	1185586	1229602	1190557	4039128	3754604	3810373
F1472	261.1446	171.88	170.34	176.12	1282	13551438	1.0	0.84	143	8	2786239	900886	531895	644488	425290	2872214	2742080	2664346
F1473	261.1446	192.92	190.62	197.48	1282	2203666	0.57	0.9	22	8	360357	129960	87310	85976	59616	435648	470535	583227
F1474	261.1446	200.54	197.48	202.46	1282	790885	0.6	0.78	12	8	117941	47930	61954	53493	44600	72432	207060	199475
F1475	261.1446	215.49	213.56	219.35	1282	1603646	0.57	0.93	6	8	230378	267056	214759	168671	78738	206269	196762	261508
F1476	261.1891	99.55	96.85	104.19	1283	19957099	1.0	0.91	4175	8	2731528	2193940	2873278	2543174	1862882	2687148	2631157	2427757
F1477	167.0129	255.06	250.48	256.59	553	12543603	0.37	0.83	4	8	4336372	111461	74114	92155	70614	1645679	4558732	1671476
F1478	167.0129	262.32	257.74	266.9	553	40384491	0.68	0.82	10	8	4774029	8780031	6031567	5632345	6623413	2021537	4935304	1698492
F1479	207.1305	160.0	157.35	163.43	894	10326366	1.0	0.95	2010	8	1048295	1751246	1643636	1292998	1325602	1094927	1116113	1031174
F1480	262.0381	144.01	142.49	145.55	1284	2484217	0.5	1.0	732	5	505972	0	0	629365	0	462020	433191	462669
F1481	167.0485	232.16	228.03	233.68	554	80119149	0.46	0.98	8	8	17186981	159825	91943	89697	156389	21375580	16779027	24295393
F1482	167.0485	243.22	238.64	247.81	554	536086426	1.0	0.92	69	8	47840263	112840886	99237163	90736426	88383010	24653639	56830334	26356731
F1483	262.1286	205.5	201.32	210.11	1285	21848722	1.0	0.98	376	8	2998580	2752689	2796559	2945544	2628426	2779500	2776265	2537189
F1484	262.1286	218.57	215.89	223.15	1285	60106745	1.0	0.98	1519	8	7959801	8722076	7830349	8020820	6658120	7652578	7212870	6390971
F1485	207.9913	160.75	158.88	164.19	897	1813053	1.0	1.0	266	3	628486	0	0	0	581490	621837	0	0
F1486	262.1398	237.5	232.91	242.08	1286	3774074	1.0	0.99	182	5	663168	769116	964306	0	828595	595051	0	0
F1487	167.0551	14.61	13.48	16.13	555	974029	0.4	0.91	269	4	229218	0	0	0	0	316204	161330	275277
F1488	167.0551	177.28	175.74	180.36	555	774977	0.37	0.92	5	1	0	0	0	0	0	787977	0	0
F1489	167.0551	232.91	228.41	234.06	555	6550873	0.49	0.87	10	4	1477553	0	0	0	0	1599977	1453227	2036116
F1490	167.0551	243.6	239.02	248.19	555	44036319	1.0	0.9	96	8	3565359	9344925	8326533	7895906	7503416	1842912	4498936	1975912
F1491	120.1019	12.34	11.58	13.86	168	470794	0.23	0.87	2	4	0	78192	21612	423495	0	0	0	10810
F1492	120.1019	19.51	16.89	22.95	168	2216308	0.48	0.93	28	8	385616	36602	80795	34076	505124	521695	414963	396670
F1493	120.1019	116.63	112.04	118.9	168	5833206	0.84	0.75	6	8	851369	825920	835045	724655	589085	727575	760411	637668
F1494	120.1019	120.79	118.9	122.3	168	2018414	0.5	0.9	4	8	225595	300678	346562	358318	220908	247332	212695	173457
F1495	120.1019	129.9	125.32	134.53	168	41263380	1.0	0.97	57	8	7292195	1541299	1773451	1551271	1343207	7950751	9038454	10317483
F1496	262.1591	23.7	22.95	25.59	1287	3265192	1.0	0.93	1008	4	891862	0	0	0	0	896427	797273	687630
F1497	262.1591	39.13	36.78	40.67	1287	602053	0.6	0.72	100	4	193280	0	0	0	0	173870	137521	108382
F1498	208.0138	138.36	137.22	142.49	899	12580465	1.0	0.61	1504	5	2891677	0	0	0	1160135	2746728	2889326	2748904
F1499	167.0566	178.82	175.74	182.66	556	1375588	1.0	0.99	60	2	696714	0	0	0	0	0	697881	0
F1500	208.0945	152.34	149.65	156.2	900	2030656	0.42	0.93	262	5	13117	327263	470612	562894	510825	0	0	0
F1501	120.9662	141.35	139.49	144.01	169	14802266	0.67	0.93	550	8	1786579	1802089	1674850	1869556	1733755	1809066	1920231	1970413
F1502	262.1657	117.02	113.57	121.55	1288	13615606	1.0	0.98	1040	8	3268549	362187	362802	230864	238412	3229911	3162105	2743163
F1503	262.1657	129.52	126.85	132.21	1288	1956405	1.0	0.96	110	8	198711	285833	258141	300906	268779	229396	170869	209112
F1504	262.1657	153.89	149.65	157.74	1288	13637101	1.0	0.97	526	8	1836911	2227268	1770669	1479770	1286839	1748668	1581181	1649344
F1505	167.0571	177.28	175.35	181.91	557	1222085	0.94	0.96	81	5	0	115057	115522	157633	79095	0	0	787354
F1506	167.0571	243.99	239.41	248.57	557	4526639	1.0	0.9	129	7	349692	1039741	925872	978678	951652	0	302534	154332
F1507	167.0834	114.72	113.19	118.53	558	6781490	1.0	0.96	1414	8	731166	902433	1274392	940108	705002	696414	722825	670631
F1508	121.0396	56.48	52.24	60.67	170	17476588	1.0	1.0	300	8	1779408	1324759	1463654	7133445	873901	1699739	1729160	1596838
F1509	121.0396	131.06	126.47	134.91	170	2242902	1.0	0.82	15	8	209731	309689	136099	499973	323121	276618	291683	191408
F1510	167.0856	23.7	21.43	27.93	559	88684227	1.0	0.98	2485	8	20866405	828171	972126	842180	780052	22664946	20872683	20816793
F1511	167.0856	34.87	30.99	38.74	559	4312295	1.0	0.9	126	8	1186660	80721	23939	14398	32400	1084509	989702	920966
F1512	208.1333	17.26	15.37	21.43	901	2218835	0.28	0.91	8	8	145039	601087	495892	507829	218855	58322	281334	191505
F1513	208.1333	27.54	23.32	29.46	901	1563231	0.34	0.97	3	8	227647	245639	229354	272955	213748	205880	289132	242412
F1514	208.1333	34.87	30.61	39.51	901	6172837	0.86	0.94	14	8	888106	747164	965379	888118	814899	809404	825015	795728
F1515	208.1333	42.98	39.51	47.22	901	4032592	0.45	0.97	10	8	605028	518809	578216	539033	604892	526189	622658	531692
F1516	208.1333	84.76	80.95	87.41	901	10477608	1.0	0.99	27	8	1601819	1154295	1152882	1121869	1172323	1547347	1648933	1527514
F1517	208.1333	173.42	168.8	178.05	901	15244285	1.0	0.92	7	8	1758091	2529671	2363044	2276376	1796372	1757687	1692112	1623662
F1518	167.0896	114.72	110.04	119.27	560	220818677	1.0	0.96	1035	8	25151343	29763606	36813880	29899995	25038081	24961258	23069813	22226637
F1519	167.0896	171.88	167.26	175.35	560	4081347	0.36	0.98	2	8	360000	776752	749468	619233	572356	363407	314976	347155
F1520	167.0896	200.16	197.86	203.6	560	1340649	0.44	0.86	11	8	83632	270594	221918	260603	195196	64931	130730	129045
F1521	208.1552	22.95	21.82	24.82	902	3671757	0.9	0.98	1034	8	746302	223075	238639	126898	105445	741572	767672	677040
F1522	208.1552	33.71	29.08	37.57	902	26844936	1.0	0.87	2017	8	5460960	1963929	1562488	1067683	871984	5377149	5434669	5207905
F1523	208.1552	229.91	225.42	234.44	902	33325403	1.0	0.93	43	8	1367436	6394642	8794387	7041765	5828736	1403726	1230182	1311373
F1524	262.1915	12.34	10.44	16.51	1289	11029837	0.79	0.96	46	7	46012	427016	0	10579759	49645	39213	70585	107819
F1525	262.1915	18.38	16.51	22.95	1289	53053560	1.0	0.97	142	7	9876961	252977	0	408255	11147054	12352380	9926062	9298957
F1526	262.1915	25.59	23.32	29.84	1289	3535753	0.79	0.59	6	7	587541	443664	0	634253	605036	565273	606602	514447
F1527	262.1915	93.01	92.63	94.54	1289	670627	0.41	0.72	2	7	134692	149777	0	113462	101475	80891	100733	92025
F1528	262.1915	103.01	102.25	107.63	1289	1517293	0.4	0.71	2	7	236242	333962	0	249746	287890	233657	223060	181461
F1529	262.1915	162.28	160.37	163.81	1289	444920	0.3	0.73	2	7	105110	80452	0	87852	33252	115464	106681	66441
F1530	121.0648	16.13	14.99	18.01	171	12512979	1.0	0.98	3069	8	2777814	443788	1168423	681665	519001	2112694	2258748	2559846
F1531	121.0648	114.72	113.19	117.41	171	1369457	1.0	0.89	10	8	174734	147117	220311	209496	175296	142981	135685	147779
F1532	208.1696	15.75	13.86	20.27	903	2514695	1.0	0.98	9	5	891271	0	337331	0	206919	646272	0	454486
F1533	121.0689	163.81	161.9	168.42	172	13359950	1.0	0.86	115	8	1480699	2104768	1909798	1782559	1550594	1637990	1380737	1439317
F1534	262.2278	7.39	5.08	10.82	1290	1206061	1.0	0.98	163	1	0	1223595	0	0	0	0	0	0
F1535	262.2278	13.1	10.82	15.37	1290	1382308	1.0	1.0	186	3	0	66991	0	1301307	0	0	0	10517
F1536	262.2278	19.14	15.75	23.7	1290	7055205	1.0	1.0	683	7	1365880	33902	0	44915	1522382	1458749	1428750	1248151
F1537	167.0928	29.08	25.59	31.37	561	10675330	1.0	0.95	464	8	1585693	1037460	1600753	1310560	927983	1545007	1537668	1351128
F1538	167.0928	34.1	31.37	38.74	561	12864068	1.0	0.96	494	8	1492552	1689156	1791431	1655571	1734577	1733680	1444220	1500698
F1539	262.9817	136.05	131.45	137.98	1291	971865	0.36	0.96	111	4	232482	0	0	0	0	241657	261879	250356
F1540	262.9817	144.79	143.25	146.67	1291	529525	0.33	0.96	107	4	205658	0	0	0	0	142867	111939	162065
F1541	262.9817	150.03	148.16	152.72	1291	3964212	1.0	0.97	515	4	1036815	0	0	0	0	950398	1019151	939340
F1542	208.1809	7.39	4.69	9.29	904	846125	0.24	0.93	4	6	28140	558348	0	31571	54723	67937	0	168660
F1543	208.1809	12.72	9.29	14.99	904	1009956	0.26	0.84	4	6	95492	42303	0	582391	91324	92908	0	152413
F1544	208.1809	18.76	16.51	22.58	904	2456174	0.77	0.98	11	6	586527	7388	0	8654	530170	624196	0	764125
F1545	208.1809	136.83	133.76	139.86	904	2750559	0.58	0.92	3	6	527577	205674	0	393092	596389	543993	0	497397
F1546	208.1809	142.87	139.86	145.55	904	1350740	0.28	1.0	2	6	225353	180189	0	281481	390517	179026	0	217063
F1547	167.1067	15.37	13.86	18.76	562	2339177	1.0	0.99	113	4	579538	0	0	0	0	656146	557233	547604
F1548	263.0173	173.81	170.72	178.44	1292	7842575	1.0	0.83	737	6	1173112	0	0	1552431	2303711	1065077	881524	890973
F1549	263.0173	191.0	188.7	195.61	1292	2373628	0.58	0.86	168	6	260828	0	0	430217	931352	255596	227712	283433
F1550	208.8841	139.49	137.22	142.1	905	4092729	1.0	1.0	617	4	985887	0	0	0	0	1320401	805435	995012
F1551	263.132	205.89	203.98	208.96	1293	2220350	1.0	0.97	420	8	268132	325144	302305	296323	298133	267590	229130	296185
F1552	263.132	218.57	216.27	222.78	1293	6561396	1.0	0.99	1178	8	846567	841837	858402	932230	709598	807413	831530	771551
F1553	121.0841	12.34	11.2	14.23	173	2681381	0.66	0.87	16	4	0	56777	30581	2634890	0	12458	0	0
F1554	121.0841	19.14	16.89	23.32	173	10617523	1.0	0.96	97	8	2285411	70681	28284	41478	1906964	1997232	2287557	2095162
F1555	121.0841	114.72	112.43	119.27	173	48716419	1.0	0.94	236	8	5761857	6520523	8069485	6405515	5423827	5626384	5272415	4832795
F1556	167.1179	17.63	15.37	21.43	563	5775203	0.62	0.89	8	8	1068426	477606	579979	531752	942081	672196	1158765	1123841
F1557	167.1179	23.32	21.43	27.93	563	2770538	0.16	0.7	3	8	343362	528581	516622	544460	567448	465193	374847	412623
F1558	121.1011	15.37	13.86	19.14	174	864181	1.0	0.97	132	1	879186	0	0	0	0	0	0	0
F1559	208.9908	3.16	0.52	7.77	906	2708575	0.46	0.81	4	1	0	0	2749975	0	0	0	0	0
F1560	208.9908	21.43	16.89	24.07	906	4240193	1.0	0.98	16	3	1954945	0	819632	0	0	0	1499774	0
F1561	208.9908	26.36	24.07	30.99	906	3736674	0.68	0.82	8	3	1716222	0	725897	0	0	0	1314184	0
F1562	263.1391	103.4	99.93	105.33	1294	878370	0.8	0.96	24	8	124459	93822	103145	79902	22455	131433	150742	159220
F1563	263.1391	106.85	105.33	110.84	1294	675084	0.72	0.91	17	8	3934	200337	239338	153547	59911	4458	4272	24287
F1564	263.1391	114.34	110.84	117.41	1294	1822769	0.83	0.91	32	7	14188	529582	691502	381430	77761	10393	0	34116
F1565	263.1391	121.55	120.03	125.32	1294	28804542	1.0	0.99	1059	8	3375266	3509252	4722596	4102966	3306317	3255242	3327375	3220528
F1566	263.1463	163.81	161.9	166.49	1295	82448362	1.0	0.99	24529	8	9751601	8579173	12404938	11214007	8366205	11395885	9443323	11306230
F1567	208.9987	17.63	15.37	19.14	907	7846530	0.13	0.94	7	8	2160901	299906	435864	668790	645436	252950	1621349	1636905
F1568	208.9987	22.2	19.14	24.07	907	4890210	0.22	0.66	2	8	540551	530210	476750	737287	811794	631127	611874	522995
F1569	208.9987	39.51	38.35	42.59	907	4050895	0.22	0.61	5	8	503424	367779	361638	560934	596227	625027	564467	569059
F1570	167.1543	108.02	103.4	110.84	564	44559575	0.5	0.97	2	8	5804788	6167760	9536103	6557080	8768465	5155733	4794285	4575977
F1571	167.1543	118.53	113.95	122.68	564	88958152	0.45	0.69	4	8	10861110	14610550	11441077	11812082	15457862	11392158	10577481	11293778
F1572	209.0729	144.79	142.87	146.3	908	15590843	1.0	0.94	4044	8	1610187	2853280	2727107	2500237	3021201	1623056	1568200	1520671
F1573	122.0713	129.14	124.55	133.76	176	10049917	0.1	0.86	2	7	1866611	1013730	1231984	0	2223053	1812174	1770671	1651133
F1574	167.9541	138.74	136.83	143.25	565	5001795	1.0	0.92	454	4	1198293	0	0	0	0	1349169	1218608	1253733
F1575	167.9641	21.43	18.01	24.44	566	2021514	0.8	0.95	8	3	944694	0	277138	0	0	0	815613	0
F1576	263.1755	85.15	80.57	88.53	1297	13355232	0.82	0.68	53	8	1540235	1900757	1935390	1827859	1721735	1476429	1496460	1415084
F1577	263.1755	93.01	91.13	94.93	1297	14017188	1.0	0.51	141	8	1099420	1257551	1501907	1366464	1183007	1197133	998074	1059058
F1578	263.1755	95.7	97.61	100.33	1297	5437949	0.82	0.85	66	8	115215	147271	246115	169550	175965	193219	146985	121345
F1579	122.0964	16.51	13.86	21.04	177	15018312	1.0	0.97	115	5	3848125	0	0	0	714075	3255544	3714356	3616912
F1580	122.0964	133.37	132.98	137.98	177	1061934	0.18	0.54	3	5	231253	0	0	0	189687	259826	227078	252023
F1581	209.0922	27.54	23.32	30.99	909	1664073	0.6	0.67	55	8	148688	251904	323344	320534	221716	136717	174654	135501
F1582	209.0922	33.33	30.99	36.02	909	737280	0.61	0.64	41	8	56479	141405	187207	132614	107498	35111	54888	56586
F1583	209.0922	115.1	110.84	119.65	909	129628195	1.0	0.96	2639	8	14696769	16894710	20062803	18022102	15590660	15024414	13978103	13709336
F1584	209.0922	121.55	120.03	125.32	909	14605027	1.0	0.77	153	8	1866898	1711690	1994968	2220181	1882793	1696598	1741917	1504982
F1585	168.0518	232.54	228.41	235.2	568	5284690	0.66	0.73	31	4	1423445	0	0	0	0	1097070	1405230	1377945
F1586	168.0518	242.84	238.64	247.42	568	32332918	1.0	0.93	261	8	2801447	7093725	5999987	5431143	5526003	1399383	3290565	1520569
F1587	168.0518	255.83	254.68	260.03	568	4102553	0.67	0.73	36	8	484351	192382	408726	537516	734682	557076	610342	592478
F1588	263.1948	12.34	10.05	13.86	1298	1660144	0.79	0.95	201	2	0	59754	0	1611390	0	0	0	0
F1589	263.1948	18.38	16.89	22.2	1298	7732661	1.0	0.97	353	5	1500647	0	0	0	1523359	1904324	1411402	1407929
F1590	122.9245	139.49	137.22	143.63	178	369418355	1.0	0.98	56009	8	72386869	18838997	17557432	20012415	20557652	71893304	71319389	71057614
F1591	263.237	23.7	22.58	27.93	1299	10742124	1.0	0.96	114	8	1588973	1010615	861191	791264	1029461	2003592	1725306	1556481
F1592	123.0403	243.6	239.02	248.19	179	26005605	1.0	0.88	100	7	2370318	5531914	5261501	4739993	4608489	0	2724646	1368269
F1593	209.1021	127.23	123.42	131.83	910	8312149	1.0	0.9	367	6	1393152	0	1424145	1471309	0	1509922	1293360	1190003
F1594	264.0013	196.35	193.69	200.92	1300	5324095	1.0	0.82	255	4	1465031	0	0	0	0	1245022	1481650	1161241
F1595	168.0656	20.27	18.38	24.82	569	2457367	1.0	0.68	103	6	339383	333434	464045	423573	421486	491841	0	0
F1596	168.0656	31.76	27.54	36.4	569	5885246	1.0	1.0	215	6	315398	1117098	1596410	1349975	1262143	312996	0	0
F1597	168.0656	195.23	191.0	197.48	569	1296659	1.0	0.98	7	6	113615	325029	275917	283029	211141	89297	0	0
F1598	123.044	138.74	137.22	142.49	180	8954768	1.0	0.57	226	8	481255	1824577	1580046	1411241	1812976	574538	524959	512273
F1599	123.044	154.27	149.65	158.88	180	2145521	0.67	0.53	83	8	453180	12881	8948	8180	342168	478926	415731	434263
F1600	264.1191	177.67	175.35	181.14	1301	13914907	1.0	0.99	786	8	932458	2625434	2758954	2535089	2236157	1106112	952013	784690
F1601	264.1191	184.91	183.78	186.8	1301	2727011	1.0	0.99	246	8	214517	929725	460435	262210	156682	263873	192841	255728
F1602	209.1285	17.63	16.13	21.04	911	1845154	1.0	0.9	30	4	496274	0	420080	0	0	0	537113	415868
F1603	209.1285	133.37	129.52	137.98	911	1712912	0.67	0.88	4	4	433619	0	505624	0	0	0	402330	386629
F1604	264.1426	121.92	120.03	124.55	1302	2882208	1.0	1.0	241	6	386452	456454	628943	558736	371360	494684	0	0
F1605	264.1748	37.96	35.25	40.28	1304	1567167	0.45	0.98	262	4	433528	0	0	0	0	344515	404763	398361
F1606	168.0768	18.01	16.51	20.27	570	854736	0.16	0.71	4	8	358189	48022	11535	70247	62285	62685	256442	273071
F1607	168.0768	21.82	20.27	23.32	570	601671	0.15	0.92	2	8	188927	53313	45788	65853	68531	175808	121060	171549
F1608	168.0768	115.86	111.25	118.16	570	1938479	0.15	0.86	2	8	322322	266760	354331	355523	346018	302274	304156	245442
F1609	168.0768	127.99	123.42	132.6	570	9849341	0.59	0.94	6	8	733458	1191994	1832571	2322045	2564148	603563	615359	599468
F1610	168.0768	185.66	181.14	190.24	570	15978901	0.92	0.91	5	8	3688304	681208	452926	537572	563748	3897643	3203565	3759480
F1611	209.1385	21.82	20.27	25.2	912	2590090	0.43	0.98	395	5	347656	599678	0	0	0	618680	501175	431329
F1612	168.0886	23.7	21.82	26.75	571	11193215	1.0	0.96	2442	4	2770829	0	0	0	0	2926247	2759851	2750288
F1613	264.1959	24.44	20.27	27.54	1305	319307871	1.0	0.96	2465	8	74117793	6309810	6290105	6050243	6008107	76715488	74057612	72544757
F1614	264.1959	30.23	27.54	34.87	1305	22039331	1.0	0.99	149	8	4908828	454883	306684	354588	416126	5020410	5616728	5295014
F1615	168.0905	114.72	113.19	117.79	572	7539511	1.0	0.94	1666	8	813899	1018255	1293151	1042723	871914	828223	784615	731035
F1616	168.0929	114.72	113.19	117.02	573	7640502	1.0	0.97	1656	8	956581	984726	1168441	970833	886875	991837	784237	751154
F1617	209.1536	15.37	13.48	18.38	913	6879136	1.0	0.89	271	8	1471058	314415	685362	643003	430885	1201201	1138081	962641
F1618	264.2071	7.39	3.16	10.44	1306	949891	1.0	0.98	71	5	26636	840097	0	57874	0	32028	32133	0
F1619	264.2071	12.72	10.44	15.37	1306	903966	1.0	1.0	74	7	45013	36539	0	760334	14167	16093	13067	23773
F1620	264.2071	19.14	16.13	22.95	1306	3586404	1.0	1.0	220	6	721117	8347	0	0	749084	703940	772648	630786
F1621	123.0553	22.2	21.04	26.75	181	15164688	1.0	0.95	120	8	3337393	500851	495569	547180	534839	3139311	3706080	3260961
F1622	123.0553	144.79	141.35	145.55	181	2137365	0.65	0.84	3	8	275567	382394	397434	405774	505347	230633	296322	183600
F1623	123.0553	157.35	153.89	160.0	181	3939668	0.9	0.76	4	8	576869	567404	501489	385052	461946	608094	581813	613692
F1624	264.9279	138.74	137.6	142.49	1307	27325454	1.0	0.73	3347	5	6572253	0	0	0	1241970	6488112	6610984	6204834
F1625	265.1119	128.37	126.09	132.98	1308	18329777	1.0	0.95	2761	8	1072506	3329465	3857642	4046551	2550311	1110084	1087104	1092655
F1626	123.0804	16.51	14.23	18.38	182	882837	1.0	0.94	124	2	574288	0	0	0	0	0	332127	0
F1627	265.1184	106.09	101.86	110.84	1309	539973694	1.0	0.99	74507	8	77482981	70909307	95070399	110391547	99672593	78787728	77688851	76707867
F1628	265.1992	30.23	26.75	32.94	1310	3366476	0.36	0.97	673	5	774835	0	0	0	47627	815004	892796	853214
F1629	266.0361	243.6	239.02	248.19	1312	96998590	1.0	0.89	778	8	4014004	24923455	23077533	20607095	18335809	1243217	5871568	1440540
